Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
Sapri Pizza,Barcelona,"('Italian', 'Pizza')",3.5,50.0,13.0,,11862
Tonoris,Barcelona,Mediterranean,4.0,,9.0,"Nice place, nice service, nice food!!, Tasty and nicely",11863
Rio Navia,Barcelona,Spanish,3.5,,2.0,"Easy access, mediocre cuisine",11864
Vila Verd,Barcelona,"('Asian', 'Korean')",3.5,,4.0,,11865
Merkado,Barcelona,"('Mediterranean', 'Spanish')",4.0,50.0,9.0,"good restaurant with a menu at 18€, Service slow but food good",11866
Paral-lel Food & Music Restaurant,Barcelona,"('Mediterranean', 'Spanish')",3.5,50.0,2.0,Excellent,11867
Restaurante Sorrento,Barcelona,[],4.5,,5.0,"""Best restaurant Ive been to in Europe"", Amazing food great staff",11868
Grums Restaurant,Barcelona,Mediterranean,3.5,50.0,23.0,"Okay not great, convenient and good",11869
Boquini,Barcelona,Fast Food,3.5,,3.0,"Fantastic choice, Very busy",11870
Electroges Restauracion,Barcelona,[],3.5,,7.0,,11871
El gourmet de les Corts,Barcelona,Spanish,3.0,20.0,89.0,"Nice place for a quick breakfast, Lovely small wine/tapas bar",11872
Restaurante El Cisne,Barcelona,Mediterranean,3.5,,2.0,,11873
Feed&Fit,Barcelona,[],3.5,,22.0,"Good healthy surprise, Horrible breakfast",11874
Pico Fino Mercat de Tapes,Barcelona,[],3.0,,7.0,"Great Tapes food!, do not enter",11875
Yoshinoya-8,Barcelona,"('Japanese', 'Sushi')",3.0,50.0,67.0,"Slow, not bad but expensive, Terrible!",11876
Mnac,Barcelona,[],3.5,,6.0,"Expensive BLAH, Convenient for coffee",11877
La Dolcetta 2,Barcelona,Spanish,3.5,,19.0,,11878
Bar La Playa,Barcelona,"('Mediterranean', 'Spanish')",3.0,50.0,63.0,"Afternoon drink in great location, Terrible",11879
Galician Grill,Barcelona,[],3.0,,11.0,If you love meat,11880
Pizzeria Pizze E Delizie,Barcelona,Pizza,4.0,,2.0,,11881
Bar Restaurante Blau's,Barcelona,"('Cafe', 'Bar', 'Spanish')",3.5,20.0,16.0,"Very average but cheap., Basic",11882
El Amate,Barcelona,"('Mexican', 'Healthy', 'Gluten Free Options')",4.0,50.0,18.0,"Extremely disappoiting, AUTHENTIC MEXICAN FOOD",11883
Raco De Eguilaz,Barcelona,[],3.5,,2.0,,11884
Can Turo,Barcelona,Mediterranean,4.0,,4.0,,11885
Invisible,Barcelona,Italian,4.0,,3.0,"Trendy new little restaurant, The most stylish pizzeria!",11886
Tao Heung,Barcelona,Japanese,3.5,50.0,2.0,,11887
MasQMenos Rambla 94,Barcelona,Spanish,3.5,50.0,3.0,"Poor Service, Nice place",11888
El Pot,Barcelona,"('Mediterranean', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Vegan Options')",5.0,20.0,4.0,,11889
Restaurante Pousada Caballito Blanco,Barcelona,[],4.0,,10.0,"Tasty cheap lunch near to Park Guell, Gem amongst tourist tat",11890
Il Capriccio Del Cafe,Barcelona,[],3.5,,7.0,,11891
Marcos Restaurant,Barcelona,"('Mediterranean', 'Spanish')",3.5,50.0,36.0,"Good food at a good price, One of the wort meals ever",11892
Pascual,Barcelona,[],3.5,,9.0,,11893
La Chiquita,Barcelona,[],3.5,,14.0,"vegetarians included!, Very nice food",11894
El Pati De Sarria,Barcelona,"('Italian', 'Spanish')",4.0,50.0,19.0,,11895
Bar la Platjeta,Barcelona,Mediterranean,3.0,20.0,59.0,"Good one day, not so good the second day, ""Its all average...but the prawns!""",11896
Domino's Pizza,Barcelona,Pizza,4.0,,7.0,,11897
Faro de vigo,Barcelona,[],3.0,,5.0,,11898
Fujiyama,Barcelona,Japanese,3.5,50.0,39.0,"Super bad! Warning, Very good Japanese food",11899
Catafal,Barcelona,Cafe,4.0,20.0,5.0,"Worst customer service, Best bakery in the area",11900
Ruta Al Oeste,Barcelona,"('Mediterranean', 'Barbecue', 'Spanish')",4.5,,6.0,,11901
Gran Kebabish,Barcelona,Pizza,3.5,20.0,2.0,Very shabby,11902
Bar Restaurante Perigord,Barcelona,"('International', 'Spanish', 'Pub', 'Fusion', 'Gastropub')",3.5,50.0,5.0,,11903
Enrique Tomas,Barcelona,"('Mediterranean', 'Spanish', 'European', 'Diner')",3.5,50.0,49.0,"Jamon, Great place to eat Iberian Ham",11904
Enrique Tomas,Barcelona,"('Diner', 'Mediterranean', 'Spanish')",3.5,,4.0,"Nice Cured ham to go!, A gluten free treat in Barcelona",11905
Piccola Italia,Barcelona,"('Pizza', 'Fast Food', 'Mediterranean', 'Italian')",3.5,20.0,19.0,Unbelivably bad,11906
Lizarran Avda. Sarria,Barcelona,Spanish,3.0,20.0,23.0,"Great Food, Great Service, Tasty, Great Variety for All & Reasonable...",11907
La Botiga,Barcelona,[],3.5,,2.0,Good Cheap Eat,11908
Amigo Cascarilles,Barcelona,"('Seafood', 'Mediterranean', 'Spanish', 'European', 'Vegetarian Friendly')",3.5,50.0,122.0,"Excellent food, Nice, great",11909
A Tavola!,Barcelona,[],3.5,,8.0,,11910
Fab Cafe,Barcelona,[],3.0,,5.0,The Heart of the the City beats double tim...,11911
The Rookie Bar & Restaurant,Barcelona,Spanish,4.0,20.0,8.0,"Great drinks.., Taste of Tapas",11912
Le Regioni D'Italia,Barcelona,Spanish,4.5,20.0,6.0,,11913
La Braseria,Barcelona,Spanish,3.5,20.0,9.0,"Good selection & value: Its the space that..., The trap of the day !!",11914
Restaurante Aqui Te Espero,Barcelona,[],3.0,,6.0,The worst tapas bar in BCN,11915
Restaurant Bar Rosa d'Abril,Barcelona,Spanish,4.0,,3.0,"""Superb Calamares!""",11916
La Torradeta,Barcelona,"('Mediterranean', 'Spanish')",3.5,,6.0,Good value for money but...,11917
Bar Breixan,Barcelona,Spanish,3.0,20.0,13.0,"Nice place to stop and admire the outside..., Very poor!",11918
Gabriel Restaurant,Barcelona,"('Mediterranean', 'European', 'Spanish')",3.0,50.0,216.0,"Poor choice, Indoor/outdoor dining",11919
KFC Ferran,Barcelona,"('Fast Food', 'American')",3.0,20.0,93.0,"KFC La Rambla, Only Eat Here if You Have To",11920
Frankfurt Dusseldorf,Barcelona,Spanish,4.0,,8.0,"Nice, Friendly Place, Cheap and cheerful, a locals bar with a bi...",11921
Restaurante Tasca I Vins,Barcelona,"('Mediterranean', 'Spanish')",3.0,20.0,73.0,"Great restaurant near La Sagrada Familia, Lovely and cozy spot",11922
Burger King,Barcelona,"('American', 'Fast Food')",3.0,20.0,299.0,"What do you expect from a Burger King?, i like burger king but to much time",11923
Trinis Restaurant,Barcelona,Mediterranean,4.0,,4.0,Great Restaurant,11924
Restaurante Alaska,Barcelona,"('Mediterranean', 'Spanish')",3.0,20.0,29.0,"Below expectations!, Paella was good",11925
El Meu Cafe,Barcelona,"('South American', 'Colombian')",3.5,,3.0,,11926
Chun Yue,Barcelona,Chinese,3.5,20.0,29.0,"We became sick, Experience is far better than the unremark...",11927
Casa Antonio,Barcelona,Mediterranean,3.5,,3.0,,11928
BUTCHER BCN,Barcelona,"('Barbecue', 'Street Food', 'Bar', 'Pub')",3.5,50.0,7.0,,11929
La Bomba De La Boqueria,Barcelona,[],3.5,,3.0,,11930
Roma Restaurant,Barcelona,"('Italian', 'Pizza')",3.0,50.0,85.0,"Deserves to be busier., Average meal on a busy Sunday lunch time",11931
la xemeneia,Barcelona,Spanish,3.5,20.0,11.0,Basic home cooking in a local hole in the...,11932
La Rioja Barcelona Bar,Barcelona,[],4.0,,21.0,"Bad Service, Rip Off, Employees Dishonest, If you are vegetarian and appreciate a goo...",11933
La Gioconda,Barcelona,Italian,3.0,,17.0,"Had a Lovely Dinner, bad food, worst service",11934
Seventy pizza,Barcelona,Pizza,3.5,,4.0,,11935
Bar L'Entrepa,Barcelona,Cafe,3.5,,4.0,"Worth the experience and the short trip, Beautifully positioned, hillside cafe, out...",11936
Frank4,Barcelona,"('Fast Food', 'European', 'Spanish')",3.5,20.0,95.0,"Old and cold chips, Excellent food",11937
La Terraza Bar-Restaurant,Barcelona,[],3.0,,12.0,,11938
Burger Italy,Barcelona,"('Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",3.5,50.0,16.0,"Wonderful service by nice staff, Best Hamburger in neighborhood",11939
Bar Restaurante Colon,Barcelona,Spanish,3.0,20.0,13.0,"Okay, Lovely lunch",11940
Bella Istanbul 2,Barcelona,[],3.5,,15.0,Great place for Turkish food,11941
Papaya,Barcelona,"('Cafe', 'Spanish')",3.5,,8.0,Quite and little,11942
Bica Bica,Barcelona,"('Cafe', 'Spanish')",4.0,,6.0,"Our little coup de coeur in Barcelona., Bica Bica was a real surprise and a great...",11943
Lizarran,Barcelona,[],3.5,,2.0,,11944
Restaurante Pastafiore,Barcelona,Italian,2.5,50.0,24.0,"The worst food in the airport, Never again",11945
La Bodegueta de Tots,Barcelona,[],3.5,,4.0,,11946
TexMex & Co,Barcelona,"('Mexican', 'American')",3.5,20.0,18.0,,11947
Restaurante Chino Pekin,Barcelona,[],3.5,,15.0,,11948
G Store,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.5,,6.0,,11949
Dimsum Wok,Barcelona,"('Chinese', 'Asian', 'Sushi')",3.5,50.0,49.0,"Cheap lunchtime treat, Looks Can Be Decieving - Food was Terribl...",11950
Restaurant El Plaer,Barcelona,[],3.0,,6.0,,11951
100 Montaditos Sants,Barcelona,Spanish,3.0,20.0,33.0,"Cheap and tasty food., Worth every €",11952
Pans & Company,Barcelona,Fast Food,3.5,20.0,37.0,"It was OK, Good food but expensive",11953
Brandenwurst,Barcelona,"('German', 'Fast Food')",3.5,20.0,33.0,Dinner with family,11954
Bar Restaurant Placa Pedro,Barcelona,"('Mediterranean', 'Spanish', 'Italian', 'Indian', 'Pizza')",4.0,,8.0,"worst place. bad service. wrong bill, Drinks and food were not good",11955
PA Patxoca,Barcelona,Spanish,3.5,,7.0,,11956
Astoria Restaurant,Barcelona,International,4.0,,34.0,"New Years Celebration - Fantastic, Really good fun night out",11957
Restaurante the Garden,Barcelona,International,3.0,,2.0,,11958
Restaurant Llau,Barcelona,"('Pizza', 'Mediterranean')",3.5,,7.0,,11959
Bar Celona,Barcelona,[],3.5,,2.0,,11960
Ladune,Barcelona,Mediterranean,3.0,50.0,99.0,"Excellent choice fingor a shopping day, Fooled",11961
Cafe&Tapas,Barcelona,Spanish,3.5,50.0,8.0,"Pleasant lunch, Nice pace, good food",11962
Telirium,Barcelona,Mediterranean,3.5,20.0,2.0,,11963
Bar Restaurante Oliver,Barcelona,[],3.0,,2.0,,11964
La Girella,Barcelona,"('Mediterranean', 'Grill')",4.5,20.0,17.0,"Sunday Picnic Lunch, Exceptional and Surprising",11965
22,Barcelona,[],4.0,,2.0,,11966
Confucio,Barcelona,[],3.5,,12.0,"Great Variety, Very good value",11967
365 Del Carme,Barcelona,Cafe,3.0,20.0,18.0,"Clean, comfortable place for inexpensive c..., Typical chain bakery",11968
Taberna Vermuteria Cal Boti,Barcelona,[],3.5,,3.0,,11969
Brunos Pizza,Barcelona,Italian,3.0,20.0,19.0,"Great service and delicious pizza, Not the best pizzas around",11970
Restaurant Chloe,Barcelona,"('Seafood', 'Mediterranean', 'Spanish', 'Healthy')",4.5,,3.0,,11971
El Cafe de la Pompeu,Barcelona,Spanish,3.5,50.0,15.0,"Good café place just across the campus!, Solid",11972
Casa Farinetes,Barcelona,"('Cafe', 'Spanish')",3.5,,2.0,,11973
Can Eusebio,Barcelona,"('Bar', 'Mediterranean', 'Spanish')",3.5,20.0,364.0,"Friday night Dinner, Cheap good food",11974
Cafe Restaurant DHUB,Barcelona,[],3.0,,5.0,,11975
KFC Sants,Barcelona,Fast Food,3.5,,11.0,,11976
Tai Wan Restaurante,Barcelona,Chinese,3.5,20.0,14.0,"Only worth if you are going for the ""secre..., Terrible!",11977
Arabesco2014,Barcelona,"('Lebanese', 'Moroccan', 'Mediterranean')",3.5,,5.0,,11978
Restaurante Yasmin,Barcelona,[],3.5,,2.0,Moroccan feast,11979
Bloomsday bar,Barcelona,"('Bar', 'Spanish', 'Pub')",3.5,50.0,19.0,"Guinness!, Great Irish Pub in the heart of La Rambla",11980
Tempo. Bar Restaurante,Barcelona,[],3.5,,6.0,,11981
EL Raim,Barcelona,"('Mediterranean', 'Spanish')",3.5,20.0,28.0,"Friendly place for no fuss dinner, Great Tapas and friendly service",11982
Restaurante Galiza,Barcelona,[],3.5,,22.0,"Dinner, OKAY FOOD BUT YOU PAY FOR EVERYTHING",11983
Taj Mahal Restaurant,Barcelona,"('Middle Eastern', 'Pakistani')",4.0,,7.0,"Indian and pak food, ""Awful bland salty dont go""",11984
Kirin,Barcelona,Japanese,3.5,50.0,16.0,Nice food,11985
Manolete Tapas Bar,Barcelona,"('Mediterranean', 'Spanish')",3.0,50.0,8.0,"Great Paella, Expensive for the amount",11986
Quejio bar cafe,Barcelona,"('Bar', 'Mediterranean')",5.0,,12.0,,11987
Barlovento,Barcelona,"('Mediterranean', 'Spanish')",3.0,50.0,73.0,"Our last supper., Good products make good food",11988
El Raconet D'urgell,Barcelona,"('Bar', 'Mediterranean', 'Spanish', 'Pub', 'Healthy')",4.0,20.0,18.0,"Charming neighbourhood tapas bar, The owner is back and this is notticeable",11989
La Cordial,Barcelona,[],3.5,,16.0,"Okay one, Overpriced but good",11990
Beach House,Barcelona,"('Bar', 'Pub', 'Fusion')",3.5,50.0,38.0,"Fab burgers, Chilled quirky and great food",11991
Restaurant Fernandez,Barcelona,[],3.5,,5.0,,11992
Colmado,Barcelona,"('Spanish', 'Mediterranean', 'Healthy')",3.5,50.0,110.0,"Great authentic Catalan tapa bar., Terrible bravas",11993
Nabibi Vital Cooking,Barcelona,"('Mediterranean', 'Vegan Options')",3.5,50.0,35.0,"Awesome!, Slow and rude service - awful food",11994
Palacio Pekin,Barcelona,Chinese,3.5,20.0,7.0,"It is cheap, and you get what you pay for., Good value for money",11995
Senyor Fabra,Barcelona,Mediterranean,3.0,50.0,6.0,,11996
La Cava Universal,Barcelona,"('Bar', 'Cafe', 'European', 'Spanish', 'Mediterranean')",3.0,50.0,169.0,"Fast food at a good price, Nice view near the Columbus Monument",11997
Muxia Bar-Restaurant,Barcelona,"('Spanish', 'Seafood', 'Mediterranean')",3.0,20.0,20.0,Not a good experience,11998
Pizza Virona,Barcelona,"('Pizza', 'Italian', 'Indian', 'Turkish')",3.0,20.0,24.0,"Great pizza, For a cheeky Kebab this spot is cheap and...",11999
Enrique Tomas,Barcelona,"('Spanish', 'Mediterranean', 'Diner')",3.0,50.0,28.0,Delicious Iberico Bellota,12000
Hot Dog! Bcn,Barcelona,Fast Food,3.5,,3.0,,12001
Restaurant Petit Xerpi,Barcelona,[],3.5,,4.0,,12002
Maiele's Cafe,Barcelona,[],4.5,,5.0,"Beautiful place, people and food., Welcoming and hospitable atmosphere",12003
Rooftop hotel casa Bonay - El chiringuito de Bonay,Barcelona,[],3.0,,10.0,"Chilled atmosphere, great staff",12004
Bitte! Wurst - Rambla Catalunya,Barcelona,German,3.5,20.0,45.0,"delicious and affordable, Great snack",12005
La Factoria,Barcelona,Spanish,4.5,50.0,10.0,"Good menu del dia. Nice music & Vynils dec..., Cosy stop for a fast meal",12006
Domino's Pizza,Barcelona,Pizza,3.5,20.0,19.0,"""Average dominos"", awefull",12007
Casa Freixo,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",3.5,50.0,46.0,"Lunch Friday, Hot and cold",12008
Horno Santa Madrona,Barcelona,"('Austrian', 'European', 'Spanish', 'Asian', 'Korean')",4.5,50.0,6.0,Fantastic bread in friendly atmosphere,12009
El Rus,Barcelona,[],3.5,,2.0,,12010
Castells Bar Restaurante,Barcelona,[],3.0,,5.0,Lunch on tapas,12011
La Mary,Barcelona,[],3.0,,66.0,"Fancy with food quality issues..., Interesting and original lunchtime menu",12012
Wok Oyisi,Barcelona,"('Chinese', 'Japanese', 'Sushi')",3.5,50.0,21.0,"Amazing, Not friendly",12013
Bon Profit,Barcelona,[],3.5,,5.0,"Good food, avoid if sober!",12014
Restaurante Sporting,Barcelona,"('European', 'Spanish', 'Mediterranean')",3.5,50.0,76.0,"Simple in being normal. ..., A very local establishment. Great for lun...",12015
Brisas Dosil,Barcelona,Mediterranean,3.0,50.0,52.0,"DO NOT EAT HERE!, Close to drama",12016
Cafe Del Born,Barcelona,"('Cafe', 'Mediterranean', 'Spanish')",3.0,50.0,61.0,"Went fo drinks, Great Terrace",12017
Ca La Yaya,Barcelona,[],3.5,,10.0,,12018
Cerveceria Muntanya,Barcelona,"('Spanish', 'Mediterranean', 'Soups')",4.0,20.0,20.0,"An hidden gem, very ordinary",12019
Nostrum,Barcelona,Fast Food,3.5,,6.0,,12020
Pizzeria Apricale Bellissimo,Barcelona,"('Italian', 'Pizza')",3.5,,7.0,Good mountain food,12021
Bopan Rambla,Barcelona,"('Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly')",3.5,50.0,153.0,"Pleasant late lunch, Great and easy",12022
Bodega,Barcelona,Spanish,3.5,,7.0,Nice tapas,12023
Kaitensushi He,Barcelona,"('Chinese', 'Japanese', 'Fast Food', 'Sushi', 'Asian')",3.0,20.0,231.0,"Food ok for the value but rude service as..., Japanese food in the hearth in Barcelona",12024
Barcelona rambla brasil,Barcelona,Barbecue,2.5,,3.0,Zeer slecht /very bad experience,12025
