Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
Taverna El Glop,Barcelona,"('Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,1063.0,"Reasonable meal, Good food",5685
Moments,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Gluten Free Options')",4.5,100.0,589.0,"Excellent!, Absolutely Great...",5686
Los Bellota,Barcelona,"('Mediterranean', 'European', 'Spanish')",4.0,50.0,711.0,"Delicious, Good tapas and piglet",5687
Windsor,Barcelona,"('Mediterranean', 'Spanish', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,519.0,"Excellent Catalunian Cuisine, Impeccable S..., Great, stylish and classic service",5688
Cientoocho,Barcelona,"('Mediterranean', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,701.0,"A modern and unique restaurant, Well worth a visit",5689
Manairo,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Gluten Free Options')",4.5,100.0,499.0,"EXQUISITE, Very good service",5690
Cometa Pla,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,139.0,"Great find, tucked away, Great little find",5691
Taller de Tapas,Barcelona,"('Mediterranean', 'Healthy', 'Bar', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1352.0,"Lovely food and friendly staff, Good service",5692
Paella Bar Boqueria,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,379.0,"Favorite paella in Barcelona, Weekday Lunch",5693
Euskal Etxea Taberna,Barcelona,"('Bar', 'Mediterranean', 'Spanish', 'Grill', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,1122.0,"Good choice, good tapas, good wine, Nice and good",5694
Restaurante 2254,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,510.0,"Perfect place!, Nice atmosphere. Service good",5695
Granja Elena,Barcelona,"('Mediterranean', 'European', 'Spanish')",4.5,50.0,236.0,"An amazing surprise!, Incorrect pricing £££-££££",5696
Cu-Cut,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,530.0,"One to Try, Go to have drinks, better",5697
Tuscania Food and Wine,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,358.0,"All around excellent lunch, Excellent lunch",5698
Raco De La Vila,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,992.0,"Nice place., Slow dining",5699
Bar Celta Pulperia,Barcelona,"('Bar', 'Seafood', 'Mediterranean', 'Spanish')",4.0,20.0,617.0,"Good and friendly, Very good place to enjoy traditional tapas",5700
La Luna,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,667.0,"Our favourite restaurant in Barcelona, Very nice place to go with friends",5701
Garage Beer Co,Barcelona,"('Brew Pub', 'Spanish', 'Pub', 'Bar', 'Vegetarian Friendly')",4.5,50.0,247.0,"IPAs :), Very interesting!",5702
Chulapio Cocktails & Crepes,Barcelona,"('Gastropub', 'European', 'Vegetarian Friendly')",4.5,50.0,231.0,"Best bar in Barcelona, Best cocktails & crepes!",5703
La Cuina de Laietana,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Healthy', 'Vegetarian Friendly')",4.5,50.0,106.0,"Just the best i had this evening, Nice bright restaurant",5704
Somodo,Barcelona,"('Japanese', 'Mediterranean', 'Contemporary', 'Gluten Free Options')",4.5,50.0,330.0,"Talented and Extraordinary, Superbly Creative and Delicious",5705
Sagardi BCN Gotic,Barcelona,"('Mediterranean', 'European', 'Spanish')",4.0,50.0,1565.0,"Busy pintxos, Delicious Tapas!",5706
Cuina Celeri SL,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,300.0,"Just superb-better than Tickets the night..., One the few truly vegetarian friendly Mich...",5707
La Rita,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1347.0,"Value for money lunch set, Good food great value",5708
Casa Calvet,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,100.0,669.0,"Quiet, with superb food, Hidden Gaudi designed interior",5709
Jamon Experience,Barcelona,"('Spanish', 'Gluten Free Options')",4.0,50.0,909.0,"Interesting visit!, Interesting and enjoyable",5710
Hummus Barcelona Vegetarian Street Food,Barcelona,"('Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,359.0,"Heavenly tasty!, Wonderful lunch",5711
Can Majo,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,1657.0,"A local seafood lunch at the terrace, Really good paella and sangria",5712
Out of China,Barcelona,"('Chinese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,561.0,"Good Food poor service ......, evening meal",5713
Cachaca Restaurant,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,159.0,"ELL O Vee Ly, Tasteful and tipically Italiana food",5714
Kibuka,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,746.0,"Authentic japanese food., My favourite Japanese restaurant in Barcel...",5715
Restaurant Sergi de Meia,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,290.0,"Nice evening, Great service & atmosphere",5716
Enkel,Barcelona,"('Latin', 'Spanish', 'Mediterranean', 'American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",5.0,50.0,73.0,"Great restaurant, Incredible!",5717
Cal Pep,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,2022.0,"Amazing staff, average food, Unique tapas dishes in cellar-like cozy ti...",5718
Mala Hierba,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,105.0,"Best. Food. Ever., Delicious and interesting food, great atmo...",5719
Salvaje,Barcelona,"('American', 'Seafood')",4.5,50.0,97.0,"Hours prior to the three kings parade, First evening out in Barcelona",5720
Bruc33Tapas,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,894.0,"A lot better that what I heard, Tapa bar new hotel",5721
Las Delicias Del Carmelo,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,20.0,442.0,"Authentic Spanish restaurant, Good spot for authentic Tapas",5722
MALAMEN-BENDITA BODEGA,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,447.0,"Wonderful and unexpected, Outstanding from start to finish.",5723
Arabia Cafe-Restaurant,Barcelona,"('Lebanese', 'Moroccan', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.0,50.0,305.0,"Great food and ambience, Sunday evening meal",5724
Bastaix,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,457.0,"Excellent tapas, A lovely find",5725
Apribocca - Italian restaurant,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,61.0,"One of the Few.. :), Great food in an amazing restaurant!",5726
Onofre,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,208.0,"Amazing Tapas, Lovely tapas - Cold red wine?",5727
La Lola de las Arenas,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1032.0,"Perfect for a fast dinner, Great place",5728
Carabassa Restaurant,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,50.0,350.0,"Great gluten free options!, Small family owned Italian restaurant- nic...",5729
Restaurant Vegetalia,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,327.0,"Oasis among the carne, Good, healthy vegetarian food!",5730
Dans Le Noir,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,908.0,"Such an incredible experience!, Great experience, good food & wine!",5731
Restaurante Fukamura,Barcelona,"('Japanese', 'Sushi', 'Vegetarian Friendly')",4.5,50.0,137.0,"Amazing, Good well presented sushi",5732
The Beerket,Barcelona,"('Mediterranean', 'Brew Pub', 'Bar', 'Pub', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,105.0,"Artisan beer with an artisan attention, My go-to bar in Barcelona",5733
Mirilla,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,50.0,401.0,"Excellent food, Lovely!!",5734
Palo Cortao,Barcelona,"('Mediterranean', 'Spanish', 'Gluten Free Options', 'Vegetarian Friendly')",4.5,50.0,473.0,"Very Cool Restaurant, Nice food",5735
Atelier Pan&Cook,Barcelona,"('European', 'Spanish', 'Contemporary', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,75.0,"Food is fantastic, much better than what w..., OMG Amazing tapas",5736
Cat Bar Vegan,Barcelona,"('Fast Food', 'Bar', 'International', 'Street Food', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,20.0,454.0,"Great burgers!, Best veggie burger",5737
Bodega Joan,Barcelona,"('Barbecue', 'Bar', 'Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.0,50.0,835.0,"Good tapas at small price, Went there most evenings",5738
Restaurante Somorrostro,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1071.0,"Tapas to share, A great place to enjoy “slow food” philoso...",5739
Asador de Aranda,Barcelona,"('Spanish', 'Grill')",4.0,100.0,1285.0,"Very authentic, nearly all locals. I felt..., Iceman",5740
Pla Restaurant,Barcelona,"('International', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,1292.0,"6 years in a row, A lovely treat",5741
InterTapa,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,675.0,"Great food slow service, Visited Twice",5742
Picnic Restaurant,Barcelona,"('Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,615.0,"Amazing find !, Perfect brunch!",5743
Bar Bacaro,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,305.0,"Amazing!, Dinner at Bacaro",5744
Ayres del Sur,Barcelona,"('Mediterranean', 'Argentinean', 'Steakhouse', 'Barbecue', 'European', 'Spanish')",4.5,50.0,158.0,"Nice service! Fair prices!, Great restaurant, Great service, Great val...",5745
L'Arrosseria Xativa,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,435.0,"Authentic paella at reasonable prices, Tasty paella",5746
Orio BCN Gotic,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Contemporary', 'Vegetarian Friendly')",4.0,50.0,1315.0,"Nice place, Nice tapas and excellent service",5747
Restaurante La Estrella,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,100.0,311.0,"Intimate, sophisticated and delicious, A diamond - we scored here!",5748
La Taverna de Barcelona,Barcelona,"('Bar', 'Gastropub', 'Mediterranean', 'European', 'Spanish', 'Pub')",4.0,50.0,523.0,"Great music act!, Anytime",5749
Torre d'Alta Mar,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,100.0,1161.0,"Splendid..., Amazing views over the city, great taster...",5750
FOgO,Barcelona,"('Brazilian', 'Latin', 'Contemporary', 'Vegetarian Friendly')",4.5,100.0,142.0,"Good, but I was expecting more, Absolutely amazing!!!!",5751
La Cuina d'en Garriga,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,682.0,"Fav place in Barcelona!, Brunch in Barcelona",5752
Set de Gotic,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,444.0,"Well worth searching out, Cozy tapas restaurant",5753
Petit Comite,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,887.0,"Delightful, Very good Catalan food",5754
Teleferic - El Born,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,143.0,"Fabulous Fine Dinning!!, Recommended and well deserved.",5755
El Camino,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Grill', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,88.0,"Dunabogdány - Hungary, Fantastic tapas",5756
Restaurante La Palmera,Barcelona,"('French', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,282.0,"Nice cosy restaurant near our hotel., Nice traditional dishes with a twist",5757
Totora,Barcelona,"('Seafood', 'Peruvian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1013.0,"CLASSY AND TASTY, Go for the ceviche",5758
Restaurant La Ferreria,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,243.0,"Lovely, Excellent romantic dinner",5759
Jai-Ca,Barcelona,"('Bar', 'Seafood', 'Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.0,20.0,1393.0,"Very authentic, Casual setting for good tapas",5760
Giorgio Barcelona,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,572.0,"Simply fantastic, Pizza",5761
Son Hao,Barcelona,"('Chinese', 'Asian', 'Taiwanese', 'Vegetarian Friendly')",4.5,50.0,298.0,"Such a friendly environment and the best T..., Perfect family run traditional chinese res...",5762
Bodega la Puntual,Barcelona,"('Spanish', 'Bar', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,603.0,"Nice atmosphere, Good Food",5763
Els Pinxus Barra de Tapes,Barcelona,"('Gastropub', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,437.0,"Yummy tapas, A tapas bar worth a visit",5764
Restaurant Pelai,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,432.0,"Super good, Perfect restaurant with better service!",5765
Rodrigo,Barcelona,"('Bar', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,605.0,"Great local food, Great experience - delicious paella!",5766
SiamoQua,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly')",4.5,50.0,465.0,"Not bad, Amazing restaurant and service!!!",5767
Ikibana Restaurant & Lounge Sarria,Barcelona,"('Japanese', 'Brazilian', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,100.0,580.0,"Good food, poor service., Glamorous place !",5768
Sushi Samurai,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Korean', 'Vegetarian Friendly', 'Gluten Free Options')",5.0,50.0,45.0,FINALLY,5769
Bar Central la Boqueria,Barcelona,"('Seafood', 'Mediterranean', 'Spanish', 'Gluten Free Options')",4.0,50.0,753.0,"Amazing, Went to explore and ended up staying",5770
Lascar 74,Barcelona,"('Seafood', 'Hawaiian', 'Fusion', 'Street Food', 'South American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,203.0,"Delicious!, Unexpected but awesome",5771
DaValentina,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,194.0,"Highly recommended!, Nice experience !",5772
Bodega Monumental,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,900.0,"great place, Great visit",5773
Casa Alfonso,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.0,50.0,1104.0,"In business since 1934, Tapas Dinner",5774
Restaurante Xaloc,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.0,50.0,1033.0,"Bijou portions, tasty food, Very good tapas and jamon",5775
Restaurante Tantarantana,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,657.0,"Really good food, Good food and ambience",5776
En Ville,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,515.0,"Nice natrually gluten free food!, Great option for a delicious gluten free d...",5777
Hard Rock Cafe,Barcelona,"('American', 'Bar', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,3291.0,"Very Good!, A taste of America",5778
El 9 Porro,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,375.0,"A nice surprise, Lovely Poblenou restaurant, fantastic fish...",5779
Restaurante La Selva Barcelona,Barcelona,"('Spanish', 'Mediterranean', 'Gluten Free Options')",4.5,100.0,112.0,"Excellent steak house near Sagrada Familia, Top Class",5780
Spark,Barcelona,"('Steakhouse', 'Mediterranean', 'Barbecue', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,87.0,"Very good experience, Amazing Catalan food",5781
La Crema Canela,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,1211.0,"Great atmosphere, tasty risotto, Good value for money",5782
Pincho J,Barcelona,"('Spanish', 'Vegetarian Friendly')",4.5,20.0,330.0,"Cheap and Tasty, Good place",5783
Aqui Quedamos,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,121.0,"Cute, quaint and good value, V good pizza",5784
La Nueva Marquesa,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,235.0,"Crowded, informal, familiar and excellent, Great service!",5785
Contempo,Barcelona,"('Mediterranean', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,390.0,"Good value restaurant in hotel Catalonia, Unexpectedly good,",5786
Gilda by Belgious,Barcelona,"('Mediterranean', 'Spanish', 'Fusion', 'Belgian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1165.0,"I loved the fusion tapas!, Must try!!!",5787
Bun Bo Vietnam,Barcelona,"('Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,20.0,1248.0,"Great food, Great Asian food",5788
Restaurante El Foro,Barcelona,"('Mediterranean', 'Steakhouse', 'European', 'Spanish', 'Argentinean', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,805.0,"Great Christmas dinner, Nice atmosphere and formel service.",5789
Can Xurrades Gastronomic,Barcelona,"('Steakhouse', 'Mediterranean', 'European', 'Spanish', 'Gluten Free Options')",4.5,100.0,326.0,"Fantastic, elegant meat restaurant, The meat in the hot rock .. Wow",5790
Bar Quiosc Modern,Barcelona,"('Seafood', 'Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.5,50.0,167.0,"Excellent food and service!, Tasty and fast serving",5791
Kak Koy,Barcelona,"('Japanese', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,221.0,"2nd choice, ended up being a Number 1, Very good Japanese resturant",5792
Mi Carmela,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",5.0,50.0,142.0,"Best sangría in town!, Excellent Paella",5793
Monvinic,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.0,100.0,563.0,"Comfortable Wine and Tapas, Perfect Dining",5794
Marina Bay by Moncho's,Barcelona,"('Seafood', 'Mediterranean', 'European', 'Spanish', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,,1535.0,"Tourist oriented, but recommendable for oc..., Delicious Paella",5795
Tabarlot,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,438.0,"An amazing little place!, Best coffee in Barcelona!",5796
Beer'linale,Barcelona,"('Brew Pub', 'Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,207.0,"Good food...and lots of it!!, First prize for visual display of tapas",5797
Taco Alto Raval,Barcelona,"('Mexican', 'Latin', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,128.0,"Great Tacos, Tacos brought to you quickly",5798
Sushifresh,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,325.0,"Amazing sushi!, Nice and fresh",5799
Lluis de les moles,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,366.0,"Bittersweet meal, A great glimpse of catalan cuisine",5800
La Bella Napoli,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,920.0,"Make a reservation!!!!, Great pasta in authentic Italian",5801
Rosa Negra,Barcelona,"('Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options')",4.0,50.0,1181.0,"The best mojitos - hands down, Great Food and Drinks",5802
La Capricciosa,Barcelona,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,333.0,"Wish we had visited sooner! 🍕, Gentle treatment",5803
Senyor Vermut,Barcelona,"('Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.5,50.0,243.0,"Good Tapas, Excellent Vermuts and Papas Bravas!",5804
Hoja Santa,Barcelona,"('Mexican', 'Latin', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,359.0,"High mexican cuisine in the heart of Bacel..., Incredible.",5805
Xemei,Barcelona,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,467.0,"Great italian food, with a twist, Real Italian cooking",5806
Nass Restaurant,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,303.0,"Great cuisine, great place, Great place affordable food",5807
La Esquinica,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.0,50.0,849.0,"Wide range of tapas, good quality of ingre..., A very well-known restaurant of tapas in B...",5808
La Paradeta Sants,Barcelona,"('Seafood', 'Mediterranean', 'Spanish', 'Gluten Free Options')",4.5,50.0,546.0,"Fresh Fish, Perfect concept",5809
Restaurante Taktika Berri,Barcelona,"('Mediterranean', 'Spanish')",4.0,50.0,634.0,"Very good seafood, Outstanding Spanish omelette!",5810
La Pizza del Born,Barcelona,"('Italian', 'Pizza', 'Fast Food', 'Vegetarian Friendly')",4.0,20.0,390.0,"Top!, ""Empanadas were amazing!""",5811
Restaurant BarcelonaMilano,Barcelona,"('Italian', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,430.0,"Great deco and very good food, Lovely, but slightly over priced",5812
Sala 1625,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,119.0,"Just a perfect day, Excellent stop after Sagrada Familia",5813
Taverna hofmann,Barcelona,"('Mediterranean', 'Spanish', 'Vegetarian Friendly')",4.5,50.0,307.0,"Very original and tasty, Fabulous culinary experience",5814
Kuai Momos,Barcelona,"('Chinese', 'Asian', 'Thai', 'Vietnamese', 'Singaporean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,414.0,"Great taste of Asia, Yes yes yes! Applause for the chef!",5815
GatBlau Restaurant,Barcelona,"('Healthy', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,190.0,"Exceptional value for money, ""Its always a pleasure""",5816
Aladdin Restaurante,Barcelona,"('Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.0,50.0,366.0,"Enjoying lunch, Try the Lebanese kitchen!",5817
Via Veneto,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,454.0,"EXCELENT, Very fine cuisine, friendly atmosphere",5818
Elisabets,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly')",4.0,20.0,595.0,"Mince and tatties, Great find off bustling Las Ramblas",5819
Kitsune Sushi Bar Gracia,Barcelona,"('Japanese', 'Sushi', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,189.0,"Quirky, Best quality-price sushi in Barcelona",5820
La Catalana,Barcelona,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,366.0,"Excellent Tapas, worth the wait!, A Great Experience.s",5821
Louro,Barcelona,"('European', 'Spanish', 'Fusion', 'Gluten Free Options')",5.0,50.0,41.0,"Best food in Barcelona, Que majos todos! Very nice people!",5822
Rosa del Raval,Barcelona,"('Mexican', 'Latin', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,20.0,789.0,"Good mexican food and drinks, Taaaaasty drinks (and food)",5823
